arxiv_id,topic,doc,rank,score,j1,j1_reason,j2,j2_reason
1909.06881v1,etch,us_US20010000632A1,6,11.7993,False,"후보 문헌은 텅스텐 증착 및 접촉 홀 형성 기술에 관한 것으로, GaAs 마이크로디스크 에칭 및 광역학적 특성 연구와는 기술적 문제 및 수단이 상이하다.",False,"후보 문헌은 텅스텐 콘택홀 배선 형성을 위한 반도체 제조 공정에 관한 것으로, GaAs 옵토메카닉 마이크로디스크의 Ar/Cl2 건식 식각 및 광학/기계적 특성과는 기술 문제와 수단이 전혀 다르다."
1909.06881v1,etch,us_US20100120230A1,7,11.4826,False,"후보 문헌은 반도체 웨이퍼 절단 방법에 대한 내용으로, 연구 아이디어에서 다루는 GaAs 마이크로디스크 제작 및 식각 공정과 기술적 관련성이 낮습니다.",False,"후보 문헌은 웨이퍼 다이 싱귤레이션을 위한 완전 관통 에칭 방법에 관한 것으로, GaAs 옵토메카닉 마이크로디스크의 소프트마스크 기반 ICP 에칭 및 광학/기계적 품질 인자 최적화라는 연구 아이디어의 기술 문제나 수단과 무관하다."
1909.06881v1,etch,us_US20090194876A1,8,11.3591,False,"후보 문헌은 Cu/Low-k interconnect 구조에 대한 내용으로, GaAs optomechanical microdisk fabrication 및 etching과 관련된 기술 문제나 수단을 다루지 않습니다.",False,"후보 문헌은 Cu/ultra low-k 인터커넥트 구조에 관한 것으로, GaAs 마이크로디스크의 Ar/Cl2 건식식각 기반 옵토메카닉 공진기 제작과 기술 문제 및 수단이 전혀 겹치지 않는다."
1909.06881v1,etch,kr_KR1020060120974A,9,11.17,False,"후보 문헌은 플래시 메모리 소자 제조 방법에 관한 것으로, 연구 아이디어의 GaAs 기반 광역학적 마이크로디스크 제작과는 기술 분야 및 해결하는 문제가 다르다.",False,"후보 문헌은 플래시 메모리 소자의 폴리실리콘 플로팅 게이트 제조 공정에 관한 것으로, GaAs 광학소자의 Ar/Cl2 건식 식각을 통한 마이크로디스크 optomechanical 공진기 제작 기술과는 기술 분야, 문제, 수단이 전혀 다르다."
1909.06881v1,etch,us_US20060054950A1,10,10.5935,False,"후보 문헌은 전이 금속 산화막을 이용한 비휘발성 메모리 셀에 관한 것으로, 연구 아이디어의 GaAs 마이크로디스크 제작 및 식각 공정과 기술적 관련성이 없습니다.",False,"후보 문헌은 전이금속 산화물 기반 비휘발성 메모리 셀 제조에 관한 것으로, GaAs 옵토메카닉 마이크로디스크의 건식 식각 공정과 기술적 문제나 수단이 전혀 겹치지 않는다."
1506.00376v1,etch,us_US20200013620A1,1,21.318,False,"연구 아이디어는 soft mask를 이용한 GaAs 멤브레인 제작에 관한 것이고, 후보 문헌은 EUV 리소그래피 하드 마스크 및 포토레지스트 선택성에 관한 것으로, 기술 수단과 재료가 다르므로 관련성이 낮다.",False,"후보 문헌은 EUV 리소그래피용 하드마스크/포토레지스트 선택도 개선에 관한 것으로, GaAs 나노멤브레인의 소프트마스크 기반 건식/습식 식각 공정과 기술 문제 및 수단이 다르다."
1506.00376v1,etch,us_US20060024972A1,2,16.5145,True,"Both describe resist removal processes after plasma etching in semiconductor fabrication, addressing the challenge of cleaning resist residues and improving device quality, even though the materials and final devices differ.",False,"후보 문헌은 실리콘 트랜지스터 공정에서 임플란트 후 레지스트 제거와 실리콘 손실 방지에 관한 것으로, GaAs 나노멤브레인 양자 광집적회로의 소프트마스크 건식/습식 식각 공정과는 기술 분야와 목적이 다르다."
1506.00376v1,etch,kr_KR1020050052213A,3,15.4954,False,"후보 문헌은 다중 하드 마스크를 이용한 미세 라인 형성 기술을 다루고 있으며, 연구 아이디어는 하드 마스크를 사용하지 않고 소프트 마스크와 습식 에칭을 이용한 박막 제작에 초점을 맞추고 있어 기술 수단이 다르다.",False,"후보 문헌은 실리콘 기반 비트라인 형성을 위한 하드마스크 스페이서 이용 미세패터닝 기법을 다루는 반면, 연구 아이디어는 하드마스크 없이 단일 리소그래피와 소프트마스크(레지스트)를 이용한 GaAs 광자소자용 서스펜디드 멤브레인 제작을 다루어 기술 문제와 수단이 상이하다."
1506.00376v1,etch,kr_KR1020060120974A,4,15.1661,False,"후보 문헌은 플래시 메모리 소자 제조에 관한 것으로, 연구 아이디어의 갈륨비소 나노멤브레인 제작 및 양자 광자 집적 회로와는 기술 분야 및 해결하는 문제가 다르다.",False,"후보 문헌은 플래시 메모리 소자의 플로팅 게이트 형성 공정에 관한 것으로, GaAs 서스펜디드 나노멤브레인 양자광학 소자의 소프트마스크 리소그래피/건식·습식 식각 공정과 기술 문제 및 수단이 상이하다."
1506.00376v1,etch,us_US20150214109A1,5,14.9783,False,"후보 문헌은 웨이퍼 다이싱에 관한 내용으로, 연구 아이디어의 GaAs 멤브레인 제작 및 광자 집적 회로 fabrication 공정과 기술적 수단이 다르다.",False,"웨이퍼 다이싱을 위한 레이저-플라즈마 마스크 처리 기술로, GaAs 나노멤브레인 양자광학 소자 제작을 위한 소프트마스크 리소그래피 및 희생층 습식식각과는 기술적 목적과 수단이 다르다."
1506.00376v1,etch,kr_1020127019678,6,14.6724,True,"두 기술 모두 반도체 웨이퍼 가공 과정에서 발생하는 문제(고종횡비 피쳐 형성 및 패턴 붕괴)를 다루고 있으며, GaAs 막 제조와 직접적인 관련은 없더라도 유사한 웨이퍼 처리 기술을 활용할 수 있다는 점에서 관련성이 있습니다.",False,"고종횡비 패턴의 습식처리 후 건조로 인한 패턴 붕괴 리페어라는 일반적 반도체 공정 문제를 다루며, GaAs 나노멤브레인 광집적회로용 소프트마스크 기반 단일 리소그래피/건식-습식 식각 공정이라는 연구 아이디어의 구체적 기술 수단이나 문제와 직접적 관련성이 없다."
1506.00376v1,etch,kr_KR200146153,7,14.6724,False,"후보 문헌은 트렌치 구조의 소자 분리막 형성 방법에 관한 것으로, GaAs 막 제작이나 광자 집적 회로와 관련된 기술 문제를 다루지 않아 연구 아이디어와 직접적인 관련이 없습니다.",False,"후보 문헌은 실리콘 STI 소자분리막 형성을 위한 트렌치 습식/건식 식각 공정을 다루며, GaAs 나노멤브레인 및 서스펜디드 광집적회로 제작을 위한 소프트마스크 기반 건식/희생층 습식식각 공정과는 기술적 목적과 대상 재료가 달라 선행기술로 보기 어렵다."
1506.00376v1,etch,kr_KR100637690B1,8,14.2312,False,"후보 문헌은 고상 에피택시를 이용한 반도체 소자 제조 방법에 관한 것으로, 연구 아이디어에서 다루는 GaAs 막 제작 및 식각 공정과 기술적 관련성이 낮습니다.",False,"후보 문헌은 실리콘 콘택 형성을 위한 고상에피택시 공정 및 반도체소자 제조법을 다루며, 연구 아이디어의 GaAs 나노멤브레인 서스펜션 구조를 위한 리소그래피·건식/습식 에칭 기반 소프트마스크 공정과는 기술 분야, 문제, 수단이 전혀 다르다."
1506.00376v1,etch,us_US20090194876A1,9,13.8687,False,"후보 문헌은 Cu/low-k interconnect 구조에 대한 내용으로, 연구 아이디어의 GaAs nanomembrane fabrication 및 quantum photonics 응용과는 기술적 내용과 목표가 다르다.",False,"후보 문헌은 Cu/ultra low-k 인터커넥트 구조 및 형성 방법에 관한 것으로, GaAs 나노멤브레인의 소프트마스크 기반 양자 광집적회로 제작 공정과는 기술 문제와 수단이 전혀 다르다."
1506.00376v1,etch,us_US7795152B2,10,13.5151,True,"Both describe fabrication techniques for nanoscale structures in semiconductors using etching and masking layers, addressing the challenge of creating small features for advanced devices, though the specific materials and methods differ.",False,"후보 문헌은 자기정렬 나노구조 형성을 위한 스페이서 기반 폴리머 마스크 기법을 다루며, GaAs 서스펜디드 나노멤브레인의 단일 리소그래피/건식·습식 식각 기반 양자 포토닉 소자 제작이라는 연구 아이디어의 기술 문제나 수단과 직접적인 관련이 없다."
2004.03423v1,etch,kr_KR1020060120974A,1,20.2869,False,"후보 문헌은 플래시 메모리 소자 제조 방법에 관한 것으로, 연구 아이디어인 단결정 다이아몬드의 결정 방향 의존적 반응성 이온 에칭과는 기술적인 문제 및 수단이 다르다.",False,"다이아몬드 결정면 의존 건식 식각과 나노기둥 제작 기술과 무관하게, 후보 문헌은 플래시 메모리 소자의 플로팅 게이트 형성을 위한 실리콘 증착 및 트렌치 절연막 공정에 관한 것으로 기술 문제와 수단이 전혀 다르다."
2004.03423v1,etch,kr_KR1020030081622A,2,17.9965,False,"후보 문헌은 비휘발성 메모리 소자 제조 기술에 관한 것으로, 연구 아이디어인 다이아몬드 결정 방향 의존적 식각과는 기술적인 내용과 적용 분야가 다르다.",False,"후보 문헌은 비휘발성 메모리 소자의 게이트 절연막 구조와 제조 공정에 관한 것으로, 다이아몬드의 결정방향 의존 건식식각 및 나노구조 형성이라는 연구 아이디어의 기술 문제나 수단과 무관하다."
2004.03423v1,etch,kr_KR1020040087051A,3,17.5219,False,"후보 문헌은 포토레지스트와 하드마스크를 이용한 라인 패턴 형성 기술에 관한 것으로, 다이아몬드 결정 방향에 따른 반응성 이온 에칭과는 기술적 내용이 다르다.",False,"후보 문헌은 실리콘 반도체 소자의 미세 패턴 형성을 위한 포토리소그래피 및 하드마스크 식각 공정에 관한 것으로, 다이아몬드 단결정의 결정방향 의존적 건식식각 원리와는 기술 문제와 수단이 전혀 다르다."
2004.03423v1,etch,kr_KR1020050015975A,4,16.6212,False,"후보 문헌은 3D 구조의 MOSFET 제조 방법에 관한 것으로, 다이아몬드 결정 방향에 따른 식각 원리 및 나노구조 형성과 관련된 연구 아이디어와 기술적 내용이 상이하다.",False,"이 문헌은 실리콘 기반 3차원 채널 모스 트랜지스터 제조 기술로, 단결정 다이아몬드의 결정방향 의존 반응성 이온 식각 및 나노필라 제작이라는 연구 아이디어와 기술적 문제나 수단이 상이하다."
2004.03423v1,etch,us_US20150132932A1,5,15.9112,False,"후보 문헌은 반도체 소자의 표면 패시베이션에 관한 것으로, 연구 아이디어에서 제시하는 단결정 다이아몬드의 결정 방향 의존적 반응성 이온 에칭과는 기술적인 문제 및 수단이 다르다.",False,"후보 문헌은 반도체 소자의 유전체 표면 패시베이션 및 게이트 구조에 관한 것으로, 다이아몬드의 결정면 의존적 반응성 이온 식각 원리나 나노구조 형성 기술과 무관하다."
2004.03423v1,etch,kr_KR200146153,6,15.9083,False,"후보 문헌은 반도체 소자 분리막 형성 방법에 관한 것으로, 다이아몬드 결정 방향에 따른 식각 원리나 나노구조 형성과는 관련이 없습니다.",False,"후보 문헌은 실리콘 STI 트렌치 소자분리막 형성 공정에 관한 것으로, 다이아몬드의 결정방향 의존 건식식각 및 나노필라 제작이라는 연구 아이디어의 기술 문제나 수단과 무관하다."
2004.03423v1,etch,kr_KR1020050052213A,7,14.6462,False,"후보 문헌은 반도체 소자의 미세 라인 형성에 관한 포토리소그래피 기술을 다루고 있으며, 연구 아이디어는 다이아몬드 결정 방향에 따른 반응성 이온 에칭을 통한 나노 구조 형성에 관한 것으로, 기술 문제와 수단이 다르다.",False,"이 문헌은 실리콘 반도체의 스페이서 하드마스크 기반 미세라인 패터닝 기법을 다루며, 다이아몬드의 결정 방향 의존 반응성 이온 식각 및 나노필러 형성 원리와는 기술 문제와 수단이 전혀 다르다."
2004.03423v1,etch,us_US20140353774A1,8,14.1938,False,"후보 문헌은 MEMS 센서의 스틱션 감소 기술에 관한 것으로, 연구 아이디어인 단결정 다이아몬드의 결정 방향 의존적 반응성 이온 에칭과는 기술 문제 및 수단이 다르다.",False,"후보 문헌은 MEMS 스틱션 감소를 위한 도전성 경로 형성 기술로, 다이아몬드의 결정 방향 의존적 건식 식각 원리나 나노기둥 제작과는 기술적 문제와 수단이 전혀 다르다."
2004.03423v1,etch,us_US20140374856A1,9,14.1938,False,"후보 문헌은 MEMS 소자의 스틱션 방지 기술에 관한 것으로, 연구 아이디어에서 다루는 단결정 다이아몬드의 결정 방향 의존적 반응성 이온 에칭과는 기술적인 내용이 다르다.",False,"후보 문헌은 MEMS 장치의 스티킹 방지 구조에 관한 것으로, 다이아몬드 결정 방향 의존 건식 식각이나 나노포토닉스/양자 응용 나노구조 제작이라는 연구 아이디어의 기술 문제나 수단과 무관하다."
2004.03423v1,etch,kr_KR1020040070817A,10,14.0491,False,"후보 문헌은 건식 식각 장비의 냉각 가스 압력 제어에 관한 것으로, 다이아몬드 결정 방향에 따른 반응성 이온 식각 원리 및 나노구조 제작과는 기술적 내용이 다르다.",False,"이 문헌은 정전척 냉각가스 압력 제어를 통한 실리콘 웨이퍼 일반 건식식각 공정 관리 기술로, 다이아몬드의 결정방향 의존적 이온 에너지 기반 이방성 식각이라는 연구 아이디어의 핵심 기술 문제나 수단과 무관하다."
1804.03639v1,etch,us_US20120045904A1,1,17.0437,False,"후보 문헌은 수소 없는 실리콘 기반 유전체 박막 형성에 관한 것으로, 연구 아이디어에서 다루는 인산화물 게이트 유전체 및 블랙 포스포러스 트랜지스터의 환경 안정성 문제와 기술적 연관성이 낮습니다.",False,"후보 문헌은 TFT용 무수소 실리콘 함유 유전체막 형성에 관한 것으로, 흑린 기반 FET의 산화인 게이트 유전체 및 표면 패시베이션이라는 연구 아이디어의 기술 문제나 수단과 관련이 없다."
1804.03639v1,etch,us_US20060109397A1,2,16.8468,False,"The research idea focuses on improving the stability and performance of black phosphorus transistors using phosphorus oxide passivation, while the candidate document describes an OLED backlight for LCDs, addressing a completely different technology and problem domain.",False,"후보 문헌은 OLED-LCD 통합 디스플레이 기술로, 흑린 FET의 게이트 유전체 및 표면 패시베이션 문제와 전혀 관련이 없다."
1804.03639v1,etch,us_US20060054950A1,3,15.615,False,"후보 문헌은 전이 금속 산화막을 이용한 비휘발성 메모리 셀에 관한 것으로, 연구 아이디어에서 다루는 블랙 포스포러스 전계 효과 트랜지스터의 게이트 유전체인 인산화물에 대한 내용이 없어 기술적 연관성이 낮습니다.",False,"후보 문헌은 전이금속 산화물 기반 비휘발성 메모리 소자에 관한 것으로, 흑린 트랜지스터의 POx 게이트 유전체 패시베이션이라는 기술 문제나 수단과 무관하다."
1804.03639v1,etch,kr_1020217013598,4,15.2042,False,"후보 문헌은 III-질화물 반도체 기반 마이크로 LED의 누설 전류 감소를 위한 패시베이션 기술을 다루고 있어, 연구 아이디어의 black phosphorus FET의 환경 안정성 향상을 위한 phosphorus oxide 패시베이션과는 기술적 내용 및 대상 물질이 다르다.",False,"후보 문헌은 III-질화물 마이크로-LED의 측벽 패시베이션을 다루며, 흑린 FET의 POx 게이트 유전체 및 채널 인터페이스 패시베이션이라는 연구 아이디어의 재료·소자·기술 수단과 무관하다."
1804.03639v1,etch,us_US20050136679A1,5,15.0209,False,"후보 문헌은 고유전체 절연막의 수소 관련 결함 문제 해결에 초점을 맞추고 있어, 연구 아이디어의 black phosphorus 전계 효과 트랜지스터의 환경적 안정성 및 phosphorus oxide passivation 기술과는 다른 기술 문제를 다룬다.",False,"후보 문헌은 수소 배제를 통한 일반적 high-k 게이트 유전체 형성 기술을 다루며, 흑린(bP) 반도체나 POx 패시베이션, 흑린 FET 계면 결함 문제와는 무관하다."
1804.03639v1,etch,us_US20050263829A1,6,14.8578,False,"The research idea focuses on improving the stability and performance of black phosphorus transistors using phosphorus oxide passivation, while the candidate document describes phase change memory devices with an oxidation barrier layer, addressing different materials and device types, and thus not d",False,"후보 문헌은 상변화 메모리 소자의 산화 방지층 및 제조 방법에 관한 것으로, bP FET의 POx 게이트 유전체 및 표면 패시베이션 기술과는 기술 문제와 수단이 다르다."
1804.03639v1,etch,us_US20060281266A1,7,14.4074,False,"후보 문헌은 스페이서 형성을 통한 식각 마스크 제어 기술에 관한 것으로, 연구 아이디어에서 다루는 블랙 포스포러스 전계 효과 트랜지스터의 게이트 절연막 및 환경 안정성 문제와 기술적 연관성이 없습니다.",False,"후보 문헌은 피치 배증을 위한 스페이서 형성 및 위치 조정 기법에 관한 것으로, 흑린 트랜지스터의 POx 게이트 유전체 및 표면 패시베이션 문제와 기술적 관련성이 없다."
1804.03639v1,etch,us_US20040048157A1,8,14.3038,False,"The research idea focuses on passivation of black phosphorus for transistors, while the candidate document describes lithium vanadium oxide batteries, addressing different materials, devices, and technical problems.",False,박막 배터리 소재/구조에 관한 문헌으로 black phosphorus 트랜지스터의 게이트 유전체 및 표면 패시베이션과 무관하다.
1804.03639v1,etch,kr_KR1020060011478A,9,14.1457,False,"후보 문헌은 비휘발성 메모리 소자에 대한 것이고, 연구 아이디어는 black phosphorus field effect transistor의 게이트 유전체에 관한 것이므로, 기술 문제가 다르다.",False,"이 문헌은 SONOS 구조의 비휘발성 메모리 소자에 관한 것으로, 흑색 인(black phosphorus) 채널이나 인산화물(POx) 게이트 유전체를 이용한 전계효과트랜지스터의 표면 패시베이션 및 계면 특성 개선이라는 연구 아이디어의 기술적 문제나 수단과 무관하다."
1804.03639v1,etch,us_US20040151844A1,10,14.0262,False,"The research idea focuses on phosphorus oxide passivation for black phosphorus transistors to improve stability and mobility, while the document describes protecting organic polymers during plasma deposition – they address different materials and technical problems, though both involve plasma proces",False,"이 문헌은 유기 폴리머 유전체 보호를 위한 플라즈마 공정에 관한 것으로, 흑색 인 기반 FET의 POx 게이트 유전체 및 계면 결함 저감이라는 기술 문제나 수단과 직접적인 관련이 없다."
2104.02763v1,etch,us_US7153743B2,1,11.9518,False,"후보 문헌은 비휘발성 메모리 소자 제조 방법에 관한 것으로, 연구 아이디어에서 다루는 DRIE를 통한 고성능 미세 구조 제작과는 기술적인 문제 및 수단이 상이하다.",False,"후보 문헌은 비휘발성 메모리 소자의 컨트롤 게이트 및 소스 확산층 형성을 위한 제조 공정을 다루며, DRIE 기반 고종횡비 MEMS/미세유체 구조물의 에칭 랙 감소라는 연구 아이디어의 기술 문제나 수단과 무관하다."
2104.02763v1,etch,us_US20090194876A1,2,11.5715,False,"후보 문헌은 Cu/Low-k 배선 구조에 관한 것으로, 연구 아이디어의 DRIE 공정 최적화 및 고성능 식각과는 기술적 내용이 상이하다.",False,"후보 문헌은 Cu/ultra low-k 인터커넥트 구조에 관한 것으로, DRIE Bosch 공정을 이용한 MEMS/미세유체 구조의 깊은 실리콘 식각 및 etch lag 감소와는 기술 문제나 수단이 전혀 다르다."
2104.02763v1,etch,kr_1020230142437,3,11.4653,False,"후보 문헌은 산화갈륨-탄화규소 포토디텍터 제조 방법에 관한 것으로, 연구 아이디어에서 다루는 DRIE 공정 및 에칭 지연 감소 기술과는 기술적 내용 및 적용 분야가 상이하다.",False,"후보 문헌은 산화갈륨-탄화규소 포토디텍터 제조를 위한 박막 증착 및 열처리 공정을 다루며, DRIE 기반 실리콘 심층 식각 및 종횡비/식각 지연 문제와는 기술 문제와 수단이 모두 다르다."
2104.02763v1,etch,us_US20040048433A1,4,11.0759,False,"후보 문헌은 메모리 집적 회로 제조 방법으로, 연구 아이디어에서 다루는 DRIE를 이용한 미세 구조 제작 및 에칭 지연 감소 문제와 기술적으로 관련이 없습니다.",False,"후보 문헌은 메모리 셀/주변회로용 그루브 형성 및 트랜지스터 제조 공정을 다루며, DRIE Bosch 공정의 에칭 지연 감소나 고종횡비 MEMS 구조 제작이라는 기술 문제나 수단과 무관하다."
2104.02763v1,etch,us_US20140353774A1,5,10.7485,False,"후보 문헌은 MEMS 센서의 스틱션(stiction) 감소에 관한 것으로, 연구 아이디어에서 다루는 DRIE 공정의 에칭 지연 감소 및 고종횡비 구조 구현과는 기술적인 문제와 수단이 다르다.",False,"후보 문헌은 MEMS 스틱션 감소를 위한 범프 스톱 및 도전층 형성 기법을 다루며, DRIE Bosch 공정의 식각 지연 감소 및 고종횡비 구조 제작이라는 연구 아이디어의 기술 문제나 수단과 관련이 없다."
2104.02763v1,etch,us_US20140374856A1,6,10.7485,False,"후보 문헌은 MEMS 소자 스틱션 방지 기술에 관한 것으로, 연구 아이디어에서 다루는 DRIE 공정의 에칭 지연 감소 및 고종횡비 구조 구현과는 기술적인 문제 및 수단이 다르다.",False,"후보 문헌은 MEMS 스티킹 방지를 위한 ASIC 캡핑 구조에 관한 것으로, DRIE Bosch 공정의 에칭 지연 및 고종횡비 구조 형성 기술과는 무관하다."
2104.02763v1,etch,us_US20010000632A1,7,10.5266,False,"후보 문헌은 텅스텐 증착 및 마스크 형성 기술에 관한 것으로, 연구 아이디어에서 다루는 DRIE 공정의 에칭 지연 감소 및 고종횡비 구조 형성과는 기술적 내용이 상이하다.",False,"후보 문헌은 콘택홀 내 텅스텐 배선 형성을 위한 티타늄/티타늄나이트라이드 시드층 및 포토레지스트 마스킹 공정을 다루며, DRIE Bosch 공정의 etch lag 감소나 고종횡비 실리콘 미세구조 식각과는 기술 문제와 수단이 모두 다르다."
2104.02763v1,etch,us_US20050009333A1,8,10.5266,False,"후보 문헌은 금속층 형성 기술에 관한 것으로, 연구 아이디어의 DRIE 공정 최적화 및 식각 지연 감소 문제와 기술적으로 관련이 없습니다.",False,"후보 문헌은 절연층 내 recess에 대한 선택적 전기도금을 통한 금속층 형성 방법을 다루며, DRIE Bosch 공정 및 실리콘 딥 에칭의 etch lag 감소와는 기술 문제와 수단이 전혀 다르다."
2104.02763v1,etch,kr_KR1020020047228A,9,10.2915,False,"후보 문헌은 전하 저장 장치 및 3D 어레이 제조에 관한 것으로, 연구 아이디어의 DRIE 공정 최적화 및 식각 관련 기술 문제와는 다른 기술 분야를 다룬다.",False,"후보 문헌은 3차원 전하 저장 메모리 어레이 구조 및 CMP 기반 제조 방법에 관한 것으로, DRIE Bosch 공정의 etch lag 감소 및 고종횡비 미세 구조 식각 기술과는 기술적 문제와 수단이 다르다."
2104.02763v1,etch,kr_KR1020150052794A,10,10.058,False,"후보 문헌은 MEMS 트랜스듀서의 구조에 대한 것이고, 연구 아이디어는 DRIE 공정 개선에 관한 것으로, 기술적인 문제와 수단이 다르다.",False,"후보 문헌은 MEMS 트랜스듀서의 구조적 설계(듀얼 백플레이트, 공유 캐비티)에 관한 것으로, DRIE Bosch 공정의 etch lag 감소 및 고종횡비 식각 기술이라는 연구 아이디어의 핵심 기술 수단이나 문제를 다루지 않는다."
2310.20485v2,metallization,us_US20130221527A1,1,15.5532,False,"후보 문헌은 금속 캡을 이용한 인터커넥트 구조에 관한 것으로, Al$_3$Sc 박막 자체의 조성, 결정화, 저항 특성 등 기술적 내용과는 거리가 멀어 동일한 기술 문제를 다루지 않는다.",False,"후보 문헌은 금속 캡 리플로우 공정을 통한 인터커넥트 구조의 전기이동 저항성 개선에 관한 것으로, Al3Sc 박막의 결정화 거동과 저항률 특성을 다루는 연구 아이디어와 기술 수단 및 문제 모두 다르다."
2310.20485v2,metallization,kr_1020090089522,2,13.6349,False,"후보 문헌은 불휘발성 메모리 소자 제조 방법에 관한 것으로, 연구 아이디어에서 다루는 Al$_3$Sc 박막의 interconnect 응용과는 기술적인 문제 및 수단이 상이하다.",False,"후보 문헌은 비휘발성 메모리 소자의 플로팅 게이트 및 소자 분리 공정에 관한 것으로, Al3Sc 박막의 interconnect metallization 및 저항 특성 연구와는 기술 문제와 수단이 모두 다르다."
2310.20485v2,metallization,us_US5970378A,3,12.4963,False,"연구 아이디어는 Al-Sc 합금 박막을 차세대 인터커넥트 재료로 활용하는 것에 대한 것이고, 후보 문헌은 TiN 박막의 저저항화 공정에 관한 것이므로 기술적인 문제와 수단이 다르다.",False,"후보 문헌은 CVD 기반 TiN 배리어층 형성 및 플라즈마 처리 공정에 관한 것으로, Al3Sc 금속화 박막의 결정화, 저항, 상 형성 등을 다루는 연구 아이디어와 재료 및 기술적 초점이 다르다."
2310.20485v2,metallization,us_US20050263829A1,4,12.2625,False,"후보 문헌은 상변화 메모리 소자 제조에 관한 것으로, 연구 아이디어에서 다루는 Al$_3$Sc 박막의 interconnect 응용과는 기술적인 관련성이 낮습니다.",False,"후보 문헌은 상변화 메모리 셀의 산화 방지층 및 소자 구조에 관한 것으로, Al3Sc 박막의 인터커넥트 금속화 및 저항 특성 연구와 기술적 문제나 수단이 겹치지 않는다."
2310.20485v2,metallization,us_US20080278990A1,5,10.9801,False,"후보 문헌은 저항 스위칭 메모리 소자에 관한 것으로, 연구 아이디어에서 다루는 Al$_3$Sc 박막의 interconnect 응용과는 기술적인 관련성이 낮습니다.",False,"후보 문헌은 저항변화 메모리 소자의 금속산화물 스위칭 구조에 관한 것으로, Al3Sc 박막의 배선 금속화 및 전기저항 특성 연구와 기술 문제나 수단이 겹치지 않는다."
2310.20485v2,metallization,kr_1020090005381,6,10.6078,False,"후보 문헌은 메모리 소자 제조 방법에 관한 것으로, 연구 아이디어에서 다루는 Al$_3$Sc 박막을 이용한 interconnect 기술과는 기술적인 문제나 수단이 상이하다.",False,"후보 문헌은 전이금속 실리사이드 나노결정을 이용한 메모리 소자 제조 방법에 관한 것으로, Al3Sc 박막의 인터커넥트 메탈라이제이션 응용과는 기술 문제 및 수단이 다르다."
2310.20485v2,metallization,us_US20130214234A1,7,10.3042,False,"연구 아이디어는 Al-Sc 박막의 interconnect 소재로서의 가능성을 탐구하는 반면, 후보 문헌은 저항 스위칭 소자 및 제조 방법에 관한 것으로, 기술적인 문제와 수단이 다르다.",False,"후보 문헌은 저항 스위칭(메모리) 소자 구조에 관한 것으로, Al3Sc 박막의 인터커넥트 금속화 및 저항 특성 연구와 기술 문제나 수단이 겹치지 않는다."
2310.20485v2,metallization,kr_1020137008425,8,10.1011,False,"후보 문헌은 스태거드 박막 트랜지스터 구조에 대한 것이며, Al-Sc 합금 박막의 interconnect 적용 연구와는 기술적인 문제 및 수단이 다르다.",False,"후보 문헌은 구리 합금 기반 스태거드 박막 트랜지스터 구조에 관한 것으로, Al-Sc 금속간화합물 박막의 결정화·비저항·인터커넥트 응용을 다루는 연구 아이디어와 기술 문제나 수단이 겹치지 않는다."
2310.20485v2,metallization,us_US20120153483A1,9,9.9858,True,"두 기술 모두 interconnect metallization을 다루고 있으며, 특히 dielectric layer와 metal layer 사이의 접촉 및 전기적 성능 향상이라는 공통된 기술적 문제를 해결하려 한다.",True,둘 다 배리어 없는 단일상 인터커넥트 금속화 소재를 다루어 동일한 기술 문제(배리어 최소화 및 저저항 인터커넥트 재료)를 공유한다.
2310.20485v2,metallization,kr_KR1020160093551A,10,9.7847,False,"후보 문헌은 3D 소자 제조를 위한 규소-함유 층 증착 방법에 관한 것으로, Al$_3$Sc 박막의 interconnect 응용 연구와 기술적 관련성이 낮습니다.",False,"후보 문헌은 3D NAND용 실리콘 산화막/질화막 CVD/ALD 증착 전구체 기술로, Al3Sc 금속 배선재료의 결정화 및 저항 특성 연구와 기술 문제나 수단이 전혀 겹치지 않는다."
1607.06131v2,metallization,us_US20090194876A1,1,6.8665,False,"후보 문헌은 Cu/Low-k 절연체 구조의 interconnect 제조 방법에 대한 내용으로, TI interconnects의 성능 향상이라는 연구 아이디어와 기술적 내용이 다르다.",False,"후보 문헌은 Cu/ultra low-k 인터커넥트의 구조 및 제조 공정 개선에 관한 것으로, 토폴로지컬 절연체를 이용한 인터커넥트 저항 및 결함 내성 성능 분석이라는 연구 아이디어의 기술 수단이나 문제와 직접적으로 관련이 없다."
1607.06131v2,metallization,kr_KR1020020040877A,2,6.7648,False,"후보 문헌은 전이 금속 질화물 박막 증착 방법에 관한 것으로, 연구 아이디어에서 제시하는 위상 절연체 인터커넥트의 성능 향상 및 저항 감소 기술과는 직접적인 관련이 없습니다.",False,"후보 문헌은 ALD를 이용한 전이금속 질화물 박막 증착 공정에 관한 것으로, 위상절연체 표면상태를 이용한 인터커넥트 성능 개선이라는 연구 아이디어의 기술 문제나 수단과 무관하다."
1607.06131v2,metallization,kr_KR1020210156884A,3,6.6017,False,"후보 문헌은 PVD 챔버의 구조 및 세정 기능에 관한 것으로, 연구 아이디어인 TI 인터커넥트의 성능과는 기술적인 관련성이 없습니다.",False,"후보 문헌은 PVD 챔버의 세정 및 프로세스 키트 구조에 관한 것으로, 토폴로지컬 절연체 인터커넥트의 전기적 성능 및 전도 특성을 다루는 연구 아이디어와 기술 문제나 수단이 겹치지 않는다."
